pin,geometry,certified_tot,class
17223060461011,POINT (-87.6243783915 41.8565968215),1501.0,299
17223060461022,POINT (-87.6243783915 41.8565968215),1000.0,299
17212110790000,POINT (-87.6290946781 41.8633922023),119000.0,295
17223100151215,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151216,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151220,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151247,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151294,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151309,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151331,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151390,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151393,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151402,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151408,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151433,POINT (-87.6188566875 41.8570679386),3000.0,299
17223100151447,POINT (-87.6188566875 41.8570679386),3000.0,299
17214090371003,POINT (-87.6276604379 41.8574871195),40174.0,299
17214090371016,POINT (-87.6276604379 41.8574871195),49211.0,299
17221000210000,POINT (-87.6262557814 41.8663369033),292574.0,530
17221010431011,POINT (-87.6246017115 41.8661404493),35000.0,299
17221010431052,POINT (-87.6246017115 41.8661404493),32000.0,299
17221010431056,POINT (-87.6246017115 41.8661404493),22000.0,299
17221010431091,POINT (-87.6246017115 41.8661404493),25001.0,299
17221010431084,POINT (-87.6246017115 41.8661404493),37000.0,299
17221010431121,POINT (-87.6246017115 41.8661404493),40000.0,299
17221010431122,POINT (-87.6246017115 41.8661404493),25001.0,299
17221010431152,POINT (-87.6246017115 41.8661404493),32000.0,299
17221010431197,POINT (-87.6246017115 41.8661404493),70000.0,299
17221010431231,POINT (-87.6246017115 41.8661404493),2500.0,299
17221010431249,POINT (-87.6246017115 41.8661404493),2500.0,299
17221010431355,POINT (-87.6246017115 41.8661404493),2500.0,299
17221010431391,POINT (-87.6246017115 41.8661404493),2500.0,299
17221010431399,POINT (-87.6246017115 41.8661404493),4000.0,299
17221010431422,POINT (-87.6246017115 41.8661404493),2500.0,299
17221010431469,POINT (-87.6246017115 41.8661404493),5500.0,299
17221010431495,POINT (-87.6246017115 41.8661404493),4000.0,299
17221010431498,POINT (-87.6246017115 41.8661404493),3880.0,299
17221010431505,POINT (-87.6246017115 41.8661404493),2500.0,299
17221040381036,POINT (-87.6252509757 41.8644409085),30638.0,299
17221040381064,POINT (-87.6252509757 41.8644409085),30638.0,299
17221040381080,POINT (-87.6252509757 41.8644409085),26815.0,299
17221040381155,POINT (-87.6252509757 41.8644409085),2500.0,299
17221040381156,POINT (-87.6252509757 41.8644409085),2500.0,299
17221040381189,POINT (-87.6252509757 41.8644409085),29879.0,299
17221040381191,POINT (-87.6252509757 41.8644409085),35238.0,299
17223071000000,POINT (-87.6228173676 41.8572198568),1.0,100
17223071190000,POINT (-87.6236619589 41.8561711091),48700.0,597
17223100151050,POINT (-87.6188566875 41.8570679386),37095.0,299
17223100151095,POINT (-87.6188566875 41.8570679386),42546.0,299
17223100151096,POINT (-87.6188566875 41.8570679386),25085.0,299
17223100151103,POINT (-87.6188566875 41.8570679386),37091.0,299
17223100151116,POINT (-87.6188566875 41.8570679386),38184.0,299
17223100151158,POINT (-87.6188566875 41.8570679386),38176.0,299
17223100151180,POINT (-87.6188566875 41.8570679386),40367.0,299
17221000140000,POINT (-87.6262685003 41.8668901114),77915.0,590
17223010410000,POINT (-87.6244107061 41.8582766372),57290.0,590
17223040591089,POINT (-87.6199089057 41.8584832035),36000.0,299
17223040591123,POINT (-87.6199089057 41.8584832035),501.0,299
17223040591225,POINT (-87.6199089057 41.8584832035),501.0,299
17223040591306,POINT (-87.6199089057 41.8584832035),501.0,299
17223040591308,POINT (-87.6199089057 41.8584832035),501.0,299
17223040591325,POINT (-87.6199089057 41.8584832035),29000.0,299
17223060300000,POINT (-87.6243752411 41.8564589028),467974.0,592
17221040321002,POINT (-87.6251958694 41.8654225629),24957.0,299
17221040321012,POINT (-87.6251958694 41.8654225629),59278.0,299
17221040321020,POINT (-87.6251958694 41.8654225629),26672.0,299
17221040321024,POINT (-87.6251958694 41.8654225629),39779.0,299
17221040321067,POINT (-87.6251958694 41.8654225629),27141.0,299
17221040321092,POINT (-87.6251958694 41.8654225629),3709.0,299
17221040321096,POINT (-87.6251958694 41.8654225629),3709.0,299
17221040321115,POINT (-87.6251958694 41.8654225629),3709.0,299
17221040321116,POINT (-87.6251958694 41.8654225629),3709.0,299
17221101251004,POINT (-87.621200469 41.8662047505),48960.0,299
17221101251054,POINT (-87.621200469 41.8662047505),48961.0,299
17221101251065,POINT (-87.621200469 41.8662047505),54720.0,299
17221101251076,POINT (-87.621200469 41.8662047505),24960.0,299
17221101251130,POINT (-87.621200469 41.8662047505),25920.0,299
17221101251143,POINT (-87.621200469 41.8662047505),64320.0,299
17221101251149,POINT (-87.621200469 41.8662047505),26881.0,299
17221101251206,POINT (-87.621200469 41.8662047505),79680.0,299
17221101251233,POINT (-87.621200469 41.8662047505),83521.0,299
17221101251322,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251365,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251442,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251445,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251448,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251465,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251477,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251479,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251496,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251503,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251547,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251556,POINT (-87.621200469 41.8662047505),1000.0,299
17221101251561,POINT (-87.621200469 41.8662047505),1000.0,299
17223030481062,POINT (-87.621892791 41.8583645342),26000.0,299
17223030481075,POINT (-87.621892791 41.8583645342),28000.0,299
17223030481106,POINT (-87.621892791 41.8583645342),36000.0,299
17223081041005,POINT (-87.6218387174 41.8557946195),35001.0,299
17223081041010,POINT (-87.6218387174 41.8557946195),25000.0,299
17223081041025,POINT (-87.6218387174 41.8557946195),33000.0,299
17223081041063,POINT (-87.6218387174 41.8557946195),33000.0,299
17223081041064,POINT (-87.6218387174 41.8557946195),24000.0,299
17223081041076,POINT (-87.6218387174 41.8557946195),24000.0,299
17223081041189,POINT (-87.6218387174 41.8557946195),1000.0,299
17223081041234,POINT (-87.6218387174 41.8557946195),1000.0,299
17223110301011,POINT (-87.6260314377 41.8545162732),17000.0,299
17225000270000,POINT (-87.6265422593 41.8574466346),0.0,EX
17221091410000,POINT (-87.6215865668 41.8633419259),77000.0,295
17223020501052,POINT (-87.6235125129 41.8598240498),894.0,299
17212112640000,POINT (-87.6299542483 41.865622554),57984.0,295
17214070171008,POINT (-87.6297549752 41.8570962698),47802.0,299
17214070171023,POINT (-87.6297549752 41.8570962698),42021.0,299
17221060840000,POINT (-87.6259361601 41.8616169314),41448.0,517
17223060451006,POINT (-87.6243289138 41.856767806),22758.0,299
17223060501039,POINT (-87.6243671606 41.8561249151),1000.0,299
17223060501062,POINT (-87.6243671606 41.8561249151),1000.0,299
17212112051014,POINT (-87.6298590513 41.864815765),62000.0,299
17212112051017,POINT (-87.6298590513 41.864815765),48000.0,299
17221080791007,POINT (-87.6235162243 41.8612087897),23683.0,299
17221080791095,POINT (-87.6235162243 41.8612087897),1064.0,299
17221100580000,POINT (-87.6221823111 41.8650703411),82000.0,295
17223000350000,POINT (-87.6264455239 41.8600685824),0.0,EX
17221000391028,POINT (-87.6269503132 41.8661510476),22800.0,299
17221000391049,POINT (-87.6269503132 41.8661510476),19950.0,299
17221000391060,POINT (-87.6269503132 41.8661510476),30400.0,299
17221000391084,POINT (-87.6269503132 41.8661510476),25650.0,299
17221000391136,POINT (-87.6269503132 41.8661510476),23750.0,299
17221000391171,POINT (-87.6269503132 41.8661510476),19000.0,299
17221000391265,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391274,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391275,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391279,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391351,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391388,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391402,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391440,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391447,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391459,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391491,POINT (-87.6269503132 41.8661510476),2000.0,299
17221000391496,POINT (-87.6269503132 41.8661510476),2000.0,299
17221010080000,POINT (-87.6253160862 41.8667335572),38066.0,597
17221100570000,POINT (-87.6221832629 41.865119733),82000.0,295
17221101001199,POINT (-87.6217101378 41.8652293898),39539.0,299
17221101001255,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001305,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001316,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001386,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001393,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001415,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001421,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001468,POINT (-87.6217101378 41.8652293898),3000.0,299
17223010571003,POINT (-87.6244172196 41.860005366),37000.0,299
17223021071110,POINT (-87.6228552868 41.8599725538),23864.0,299
17223021071138,POINT (-87.6228552868 41.8599725538),37277.0,299
17223021071165,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071169,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071178,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071186,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071241,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071249,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071261,POINT (-87.6228552868 41.8599725538),3330.0,299
17223030511022,POINT (-87.6212635338 41.8599600102),44000.0,299
17223030511084,POINT (-87.6212635338 41.8599600102),26000.0,299
17223030511087,POINT (-87.6212635338 41.8599600102),29000.0,299
17223030511101,POINT (-87.6212635338 41.8599600102),28000.0,299
17223030511108,POINT (-87.6212635338 41.8599600102),29000.0,299
17223030511142,POINT (-87.6212635338 41.8599600102),35000.0,299
17223030511186,POINT (-87.6212635338 41.8599600102),130000.0,299
17223030511202,POINT (-87.6212635338 41.8599600102),1001.0,299
17223030511217,POINT (-87.6212635338 41.8599600102),1001.0,299
17223030511241,POINT (-87.6212635338 41.8599600102),1000.0,299
17223030511271,POINT (-87.6212635338 41.8599600102),1001.0,299
17223030511345,POINT (-87.6212635338 41.8599600102),1000.0,299
17223030511348,POINT (-87.6212635338 41.8599600102),1000.0,299
17223030511384,POINT (-87.6212635338 41.8599600102),5000.0,299
17223060511006,POINT (-87.6243738271 41.8563399539),17000.0,299
17223060511018,POINT (-87.6243738271 41.8563399539),18000.0,299
17223071101008,POINT (-87.6227643946 41.8559479756),18082.0,299
17223071101061,POINT (-87.6227643946 41.8559479756),18072.0,299
17223071101062,POINT (-87.6227643946 41.8559479756),18017.0,299
17223071101066,POINT (-87.6227643946 41.8559479756),19386.0,299
17223071101117,POINT (-87.6227643946 41.8559479756),41723.0,299
17223071101122,POINT (-87.6227643946 41.8559479756),27794.0,299
17223071101145,POINT (-87.6227643946 41.8559479756),2791.0,299
17221101001021,POINT (-87.6217101378 41.8652293898),35070.0,299
17221101001085,POINT (-87.6217101378 41.8652293898),35726.0,299
17221101001125,POINT (-87.6217101378 41.8652293898),37304.0,299
17221101001149,POINT (-87.6217101378 41.8652293898),38088.0,299
17221101001186,POINT (-87.6217101378 41.8652293898),39010.0,299
17221101001232,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001335,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001377,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001390,POINT (-87.6217101378 41.8652293898),3000.0,299
17221101001392,POINT (-87.6217101378 41.8652293898),3000.0,299
17223021071012,POINT (-87.6228552868 41.8599725538),26094.0,299
17223021071059,POINT (-87.6228552868 41.8599725538),26102.0,299
17223021071070,POINT (-87.6228552868 41.8599725538),23864.0,299
17223021071163,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071183,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071191,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071216,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071229,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071231,POINT (-87.6228552868 41.8599725538),3330.0,299
17223021071236,POINT (-87.6228552868 41.8599725538),3330.0,299
17223030511053,POINT (-87.6212635338 41.8599600102),29000.0,299
17223030511100,POINT (-87.6212635338 41.8599600102),1500.0,299
17223030511109,POINT (-87.6212635338 41.8599600102),33000.0,299
17223030511120,POINT (-87.6212635338 41.8599600102),29000.0,299
17223030511133,POINT (-87.6212635338 41.8599600102),2000.0,299
17223030511169,POINT (-87.6212635338 41.8599600102),73000.0,299
17223030511170,POINT (-87.6212635338 41.8599600102),30000.0,299
17223030511190,POINT (-87.6212635338 41.8599600102),30000.0,299
17223030511243,POINT (-87.6212635338 41.8599600102),1000.0,299
17223030511362,POINT (-87.6212635338 41.8599600102),1001.0,299
17223030511383,POINT (-87.6212635338 41.8599600102),1001.0,299
17223060511024,POINT (-87.6243738271 41.8563399539),1000.0,299
17223071101027,POINT (-87.6227643946 41.8559479756),73708.0,299
17223071101144,POINT (-87.6227643946 41.8559479756),2791.0,299
17223071101152,POINT (-87.6227643946 41.8559479756),2791.0,299
17223071101183,POINT (-87.6227643946 41.8559479756),3520.0,299
17223071101222,POINT (-87.6227643946 41.8559479756),2795.0,299
17223071101232,POINT (-87.6227643946 41.8559479756),2795.0,299
17223071101235,POINT (-87.6227643946 41.8559479756),2795.0,299
17212111420000,POINT (-87.6276345778 41.8625391358),46000.0,295
17221050371001,POINT (-87.6232191119 41.8648028163),102000.0,299
17221050531037,POINT (-87.623702005 41.8654123385),35699.0,299
17221050531116,POINT (-87.623702005 41.8654123385),31579.0,299
17221050531167,POINT (-87.623702005 41.8654123385),39128.0,299
17221050531209,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531227,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531247,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531257,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531274,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531301,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531335,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531370,POINT (-87.623702005 41.8654123385),3199.0,299
17221061010000,POINT (-87.6263435292 41.8627297828),66000.0,295
17221061201020,POINT (-87.6268943374 41.8616161645),18000.0,299
17221061201022,POINT (-87.6268943374 41.8616161645),21000.0,299
17221061201034,POINT (-87.6268943374 41.8616161645),30000.0,299
17221061201081,POINT (-87.6268943374 41.8616161645),1000.0,299
17221061201114,POINT (-87.6268943374 41.8616161645),5500.0,299
17221061201124,POINT (-87.6268943374 41.8616161645),1000.0,299
17223020521062,POINT (-87.6235204745 41.8605746611),1500.0,299
17223020521072,POINT (-87.6235204745 41.8605746611),1000.0,299
17223020540000,POINT (-87.6226633573 41.858862097),76000.0,295
17223060471022,POINT (-87.6243956649 41.8573530041),24000.0,299
17223060471031,POINT (-87.6243956649 41.8573530041),34000.0,299
17223070571005,POINT (-87.6234700632 41.857641274),29964.0,299
17223070571043,POINT (-87.6234700632 41.857641274),23608.0,299
17223070571058,POINT (-87.6234700632 41.857641274),1362.0,299
17223070571095,POINT (-87.6234700632 41.857641274),1362.0,299
17223150260000,POINT (-87.6194801172 41.8553597481),71000.0,295
17214090331020,POINT (-87.6283458811 41.8571193393),47825.0,299
17221000600000,POINT (-87.6269520477 41.8662263977),155.0,597
17221010391011,POINT (-87.6253102361 41.8664767411),3805.0,299
17221070230000,POINT (-87.6251808612 41.8609008345),0.0,EX
17223010140000,POINT (-87.6251220202 41.858343652),196348.0,597
17223150270000,POINT (-87.6195461748 41.8553588236),73000.0,295
17214080291015,POINT (-87.6290787119 41.8571060436),37000.0,299
17214080291049,POINT (-87.6290787119 41.8571060436),37000.0,299
17223010160000,POINT (-87.6251179184 41.8581672252),1833222.0,597
17223010701013,POINT (-87.6244291322 41.8585986873),25628.0,299
17223010701035,POINT (-87.6244291322 41.8585986873),21355.0,299
17223010701047,POINT (-87.6244291322 41.8585986873),33318.0,299
17223010701054,POINT (-87.6244291322 41.8585986873),20499.0,299
17223010701085,POINT (-87.6244291322 41.8585986873),21355.0,299
17223010701093,POINT (-87.6244291322 41.8585986873),28190.0,299
17223010701098,POINT (-87.6244291322 41.8585986873),22210.0,299
17223010701126,POINT (-87.6244291322 41.8585986873),25628.0,299
17223010701151,POINT (-87.6244291322 41.8585986873),39297.0,299
17223010701210,POINT (-87.6244291322 41.8585986873),32458.0,299
17223010701231,POINT (-87.6244291322 41.8585986873),22211.0,299
17223010701296,POINT (-87.6244291322 41.8585986873),25628.0,299
17223010701304,POINT (-87.6244291322 41.8585986873),39297.0,299
17223010701417,POINT (-87.6244291322 41.8585986873),21355.0,299
17223010701463,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701484,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701503,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701537,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701556,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701599,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701620,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701648,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701663,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701676,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701732,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701811,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701812,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701819,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701867,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701937,POINT (-87.6244291322 41.8585986873),22211.0,299
17223010701944,POINT (-87.6244291322 41.8585986873),28190.0,299
17223070960000,POINT (-87.622913211 41.8577256541),77187.0,295
17214140111021,POINT (-87.6278380974 41.8558146578),23310.0,299
17214140111068,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111072,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111101,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111086,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111129,POINT (-87.6278380974 41.8558146578),17518.0,299
17214140111130,POINT (-87.6278380974 41.8558146578),26626.0,299
17214140111157,POINT (-87.6278380974 41.8558146578),25892.0,299
17214140111181,POINT (-87.6278380974 41.8558146578),25404.0,299
17214140111223,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111249,POINT (-87.6278380974 41.8558146578),2968.0,299
17223020511022,POINT (-87.6235022191 41.8593734044),30000.0,299
17223020511034,POINT (-87.6235022191 41.8593734044),21000.0,299
17223020511071,POINT (-87.6235022191 41.8593734044),1000.0,299
17223020511123,POINT (-87.6235022191 41.8593734044),2000.0,299
17223020511126,POINT (-87.6235022191 41.8593734044),1000.0,299
17223020511132,POINT (-87.6235022191 41.8593734044),500.0,299
17223020511134,POINT (-87.6235022191 41.8593734044),500.0,299
17223020511158,POINT (-87.6235022191 41.8593734044),500.0,299
17223040921049,POINT (-87.6203954979 41.8594696522),59170.0,299
17223040921107,POINT (-87.6203954979 41.8594696522),38522.0,299
17223040921192,POINT (-87.6203954979 41.8594696522),63081.0,299
17223040921241,POINT (-87.6203954979 41.8594696522),31829.0,299
17223040921259,POINT (-87.6203954979 41.8594696522),44105.0,299
17223040921274,POINT (-87.6203954979 41.8594696522),56377.0,299
17223040921365,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921367,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921385,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921458,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921514,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921516,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921557,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921582,POINT (-87.6203954979 41.8594696522),2759.0,299
17221060901002,POINT (-87.6261648177 41.8609973067),1000.0,299
17221060901064,POINT (-87.6261648177 41.8609973067),19835.0,299
17223010561002,POINT (-87.6242791573 41.8600073681),42000.0,299
17223010621002,POINT (-87.6244165806 41.8580347314),27000.0,299
17223030321020,POINT (-87.6220680219 41.8595018554),1000.0,299
17223050531013,POINT (-87.6267648187 41.856022181),36001.0,299
17225000040000,POINT (-87.6265456001 41.8653170489),0.0,EX
17214080291016,POINT (-87.6290787119 41.8571060436),31000.0,299
17214080291032,POINT (-87.6290787119 41.8571060436),41000.0,299
17221061190000,POINT (-87.626888988 41.8613929263),1580.0,590
17221101360000,POINT (-87.6214011902 41.8660112511),132225.0,597
17223000620000,POINT (-87.6264061788 41.8593213225),0.0,EX
17223010701016,POINT (-87.6244291322 41.8585986873),19649.0,299
17223010701040,POINT (-87.6244291322 41.8585986873),19649.0,299
17223010701043,POINT (-87.6244291322 41.8585986873),21355.0,299
17223010701067,POINT (-87.6244291322 41.8585986873),29896.0,299
17223010701094,POINT (-87.6244291322 41.8585986873),21355.0,299
17223010701105,POINT (-87.6244291322 41.8585986873),21360.0,299
17223010701111,POINT (-87.6244291322 41.8585986873),21355.0,299
17223010701135,POINT (-87.6244291322 41.8585986873),29896.0,299
17223010701159,POINT (-87.6244291322 41.8585986873),32458.0,299
17223010701162,POINT (-87.6244291322 41.8585986873),21355.0,299
17223010701163,POINT (-87.6244291322 41.8585986873),22211.0,299
17223010701203,POINT (-87.6244291322 41.8585986873),29896.0,299
17223010701216,POINT (-87.6244291322 41.8585986873),22211.0,299
17223010701319,POINT (-87.6244291322 41.8585986873),22210.0,299
17223010701331,POINT (-87.6244291322 41.8585986873),28190.0,299
17223010701384,POINT (-87.6244291322 41.8585986873),22211.0,299
17223010701421,POINT (-87.6244291322 41.8585986873),22210.0,299
17223010701433,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701441,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701461,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701536,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701604,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701615,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701650,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701651,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701701,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701716,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701782,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701834,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701841,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701854,POINT (-87.6244291322 41.8585986873),2500.0,299
17223010701890,POINT (-87.6244291322 41.8585986873),500.0,299
17223010701926,POINT (-87.6244291322 41.8585986873),28190.0,299
17223060481001,POINT (-87.6244141409 41.8569750769),36000.0,299
17223071010000,POINT (-87.6228230974 41.8576250276),1.0,100
17223031030000,POINT (-87.6213847607 41.8592006582),50538.0,295
17223040420000,POINT (-87.6205688592 41.8581904039),88000.0,295
17223071211081,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211147,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211161,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211186,POINT (-87.6234620525 41.8572848821),62000.0,299
17212113030000,POINT (-87.6299441646 41.8668029675),43000.0,295
17271010180000,POINT (-87.6242822086 41.8523264947),357735.0,592
17214180150000,POINT (-87.6292176425 41.85442691),8385.0,391
17221050371003,POINT (-87.6232191119 41.8648028163),73000.0,299
17221050531052,POINT (-87.623702005 41.8654123385),30206.0,299
17221050531065,POINT (-87.623702005 41.8654123385),30213.0,299
17221050531105,POINT (-87.623702005 41.8654123385),32262.0,299
17221050531055,POINT (-87.623702005 41.8654123385),24023.0,299
17221050531143,POINT (-87.623702005 41.8654123385),31583.0,299
17221050531178,POINT (-87.623702005 41.8654123385),39133.0,299
17221050531251,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531298,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531311,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531312,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531327,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531389,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531418,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531423,POINT (-87.623702005 41.8654123385),3199.0,299
17221061201053,POINT (-87.6268943374 41.8616161645),32000.0,299
17221061201098,POINT (-87.6268943374 41.8616161645),1000.0,299
17221061201138,POINT (-87.6268943374 41.8616161645),1000.0,299
17221061201142,POINT (-87.6268943374 41.8616161645),1000.0,299
17223020521011,POINT (-87.6235204745 41.8605746611),17000.0,299
17223060471030,POINT (-87.6243956649 41.8573530041),32000.0,299
17223070571012,POINT (-87.6234700632 41.857641274),40860.0,299
17223070571015,POINT (-87.6234700632 41.857641274),28148.0,299
17223070571016,POINT (-87.6234700632 41.857641274),18160.0,299
17223070571073,POINT (-87.6234700632 41.857641274),1362.0,299
17223070571099,POINT (-87.6234700632 41.857641274),1362.0,299
17223081020000,POINT (-87.6218325297 41.8556463918),57276.0,517
17221050531003,POINT (-87.623702005 41.8654123385),22651.0,299
17221050531004,POINT (-87.623702005 41.8654123385),23342.0,299
17221050531006,POINT (-87.623702005 41.8654123385),36383.0,299
17221050531028,POINT (-87.623702005 41.8654123385),19908.0,299
17221050531066,POINT (-87.623702005 41.8654123385),31577.0,299
17221050531087,POINT (-87.623702005 41.8654123385),37068.0,299
17221050531163,POINT (-87.623702005 41.8654123385),40492.0,299
17221050531223,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531276,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531292,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531328,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531339,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531362,POINT (-87.623702005 41.8654123385),3199.0,299
17221061201033,POINT (-87.6268943374 41.8616161645),18000.0,299
17221061201057,POINT (-87.6268943374 41.8616161645),21001.0,299
17223020521024,POINT (-87.6235204745 41.8605746611),17000.0,299
17223020521038,POINT (-87.6235204745 41.8605746611),15000.0,299
17223020521064,POINT (-87.6235204745 41.8605746611),1500.0,299
17223020521065,POINT (-87.6235204745 41.8605746611),1500.0,299
17223020521078,POINT (-87.6235204745 41.8605746611),1000.0,299
17223020521085,POINT (-87.6235204745 41.8605746611),1000.0,299
17223070571065,POINT (-87.6234700632 41.857641274),1362.0,299
17223081010000,POINT (-87.6214728527 41.8564624849),53000.0,295
17221080550000,POINT (-87.6228984969 41.8617515896),15493.0,390
17221101191061,POINT (-87.6209507143 41.8656802919),63295.0,299
17221101191075,POINT (-87.6209507143 41.8656802919),31624.0,299
17221101191128,POINT (-87.6209507143 41.8656802919),53504.0,299
17221101191146,POINT (-87.6209507143 41.8656802919),54165.0,299
17221101191152,POINT (-87.6209507143 41.8656802919),33817.0,299
17221101191155,POINT (-87.6209507143 41.8656802919),54606.0,299
